timestamp,engine_load,coolant_temp,fuel_pressure,intake_manifold_p,rpm,speed,timing_advance,intake_air_temp,air_flow_rate,throttle_pos,engine_run_time,fuel_level,warmups_since_clear,barometric_p,ambient_air_temp,cmd_throttle_act,time_with_mil_on,time_since_codes,hybrid_batt_life,fuel_rate,fault_code,verdict
2025-05-26T15:34:14.187620,44.77,127.93,47.14,48.7,2992,79.43,9.93,29.62,78.04,48.42,21185,78.12,43,94.93,23.92,46.63,4593,426595,93.08,18.88,coolant_overheat,fault
2025-05-26T15:34:14.187628,26.96,84.94,53.44,30.31,1378,33.61,13.49,50.93,170.23,12.41,27055,37.03,32,94.13,7.42,9.06,2149,396261,97.87,10.49,intake_temp_high,fault
2025-05-26T15:34:14.187637,20.47,91.92,68.08,53.38,5656,64.47,10.22,42.38,167.46,36.01,33064,43.69,23,85.63,6.83,35.18,6250,487258,66.51,17.32,rpm_spike,fault
2025-05-26T15:34:14.187645,76.94,90.5,52.44,40.47,2199,53.34,19.51,40.25,60.44,18.87,25051,77.77,8,67.12,10.12,17.11,5889,100583,94.34,6.58,barometric_low,fault
2025-05-26T15:34:14.187656,86.35,83.75,41.03,75.23,3180,77.66,11.81,23.41,197.12,30.78,20522,68.93,14,102.95,34.6,28.05,4097,307540,78.52,40.48,fuel_rate_high,fault
2025-05-26T15:34:14.187665,73.33,91.91,55.91,72.74,2664,67.51,-0.71,34.25,99.96,28.21,21082,38.08,5,87.59,-4.72,30.14,538,574837,54.49,33.73,fuel_rate_high,fault
2025-05-26T15:34:14.187678,49.65,89.91,31.02,62.57,2541,61.41,16.54,47.53,20.22,0.0,191,27.69,18,98.45,25.05,0.0,3190,106945,80.92,9.59,throttle_stuck,fault
2025-05-26T15:34:14.187687,38.32,97.73,56.9,47.45,3730,94.43,13.01,24.54,3.21,44.56,19640,54.38,10,85.33,15.36,42.5,735,538625,59.35,12.92,air_flow_low,fault
2025-05-26T15:34:14.187696,69.43,86.91,42.43,50.08,1131,28.75,21.61,36.22,6.57,7.86,30015,36.25,23,101.7,25.37,12.67,6849,464321,91.42,12.01,air_flow_low,fault
2025-05-26T15:34:14.187705,39.29,98.65,38.45,51.9,4052,100.33,-1.98,43.6,59.89,58.33,13433,45.26,24,79.9,7.53,61.09,2949,382196,76.9,4.04,barometric_low,fault
2025-05-26T15:34:14.187714,78.72,82.61,34.42,52.48,2130,144.48,11.9,38.5,57.85,36.08,1875,44.51,27,102.73,29.04,37.53,4074,445348,56.22,1.2,speed_high,fault
2025-05-26T15:34:14.187723,89.49,97.53,58.34,53.02,2885,76.36,-1.71,48.3,99.17,43.44,17099,29.59,38,90.23,2.79,41.9,5200,443675,60.02,46.0,fuel_rate_high,fault
2025-05-26T15:34:14.187735,53.15,87.56,58.27,59.88,2285,134.15,-4.92,34.64,26.83,24.39,5728,56.36,7,99.42,4.35,24.12,2668,167600,60.42,2.78,speed_high,fault
2025-05-26T15:34:14.187745,26.88,105.64,49.59,59.11,5703,95.47,13.05,23.4,151.68,47.04,31805,77.05,48,101.26,20.84,50.46,5936,71923,59.6,19.0,rpm_spike,fault
2025-05-26T15:34:14.187753,40.56,74.36,62.56,44.35,3415,82.19,4.54,69.83,107.83,32.18,6428,31.78,26,102.61,18.45,31.94,6579,36058,90.06,19.48,intake_temp_high,fault
2025-05-26T15:34:14.187762,31.48,136.79,41.0,35.85,2383,62.41,-3.69,19.35,162.14,33.84,14624,53.56,40,100.71,4.54,33.77,2259,219794,62.87,5.26,coolant_overheat,fault
2025-05-26T15:34:14.187771,54.86,83.71,38.92,85.3,2436,57.62,10.62,23.14,105.16,100.0,10633,65.72,3,86.63,30.14,100.0,5023,510140,80.81,11.51,throttle_stuck,fault
2025-05-26T15:34:14.187780,31.49,98.93,50.57,86.7,5838,71.0,19.7,24.37,96.84,25.67,24739,10.09,27,90.69,20.47,24.05,6694,223435,69.44,16.73,rpm_spike,fault
2025-05-26T15:34:14.187788,27.34,87.5,40.83,85.44,2523,65.34,6.31,47.17,195.98,23.54,21379,86.1,1,96.8,27.79,19.37,6760,552223,64.27,27.7,fuel_rate_high,fault
2025-05-26T15:34:14.187797,44.63,116.82,48.65,38.8,2261,57.39,21.98,16.93,103.0,100.0,20095,46.72,8,98.58,12.91,100.0,1891,596647,62.86,1.04,throttle_stuck,fault
2025-05-26T15:34:14.187805,45.42,113.07,42.38,34.09,1757,41.94,3.77,26.14,70.24,17.07,33529,70.91,48,95.22,21.65,16.01,3104,333449,93.23,26.88,fuel_rate_high,fault
2025-05-26T15:34:14.187814,25.35,96.15,67.57,35.88,3082,72.9,18.31,39.6,127.32,45.02,32718,32.91,21,79.92,3.75,42.16,3972,507209,94.77,3.52,barometric_low,fault
2025-05-26T15:34:14.187822,42.21,94.93,60.5,77.75,3108,74.23,16.5,44.81,138.71,0.0,18025,20.6,48,86.96,6.52,0.0,1880,477428,95.69,1.83,throttle_stuck,fault
2025-05-26T15:34:14.187831,79.91,89.63,39.45,44.08,1901,50.78,22.51,36.14,136.17,16.37,32083,69.11,29,69.87,33.24,12.97,5,556770,67.07,11.06,barometric_low,fault
2025-05-26T15:34:14.187840,35.85,83.55,67.9,61.65,2085,54.99,3.43,49.57,155.52,21.08,6559,44.43,46,86.22,36.84,23.73,4619,540953,98.66,13.69,ambient_high,fault
2025-05-26T15:34:14.187848,77.25,109.56,58.43,44.11,4109,140.61,-0.95,37.49,88.23,45.6,12432,16.41,12,98.16,18.53,47.16,2614,355888,59.4,6.87,speed_high,fault
2025-05-26T15:34:14.187857,38.93,80.84,63.15,82.3,1942,51.24,15.25,22.55,65.3,24.52,18155,2.72,49,88.92,20.07,27.24,6956,33486,93.3,12.65,fuel_low,fault
2025-05-26T15:34:14.187865,65.36,92.63,30.15,60.95,6349,80.29,18.89,32.43,192.54,34.0,20039,17.71,16,94.6,4.56,34.73,232,509544,55.94,3.57,rpm_spike,fault
2025-05-26T15:34:14.187877,25.47,95.49,35.86,81.09,1039,30.42,12.07,32.61,5.71,13.84,11741,62.01,30,100.3,34.86,11.75,5107,377437,58.82,1.71,air_flow_low,fault
2025-05-26T15:34:14.187886,26.3,92.11,60.97,57.81,6555,53.39,10.2,27.49,90.98,34.82,23480,25.0,3,103.62,30.17,30.3,3050,289454,64.84,1.4,rpm_spike,fault
2025-05-26T15:34:14.187894,29.63,96.33,63.74,52.07,2241,57.7,-4.26,16.18,50.97,100.0,26935,14.24,48,95.75,13.86,100.0,4797,497849,99.69,5.5,throttle_stuck,fault
2025-05-26T15:34:14.187903,83.68,91.72,50.12,81.95,3950,94.68,1.81,16.66,43.51,51.21,11405,0.37,37,101.1,16.44,48.13,1586,497632,98.61,7.27,fuel_low,fault
2025-05-26T15:34:14.187911,70.41,88.13,32.11,52.84,6267,37.8,1.97,15.86,17.04,26.31,29776,95.73,43,90.9,23.91,23.05,2870,167844,93.19,3.9,rpm_spike,fault
2025-05-26T15:34:14.187921,67.07,115.6,49.77,43.35,2171,53.21,-2.69,36.07,66.41,0.0,23193,76.77,38,104.04,-2.86,0.0,1845,372244,99.95,18.58,throttle_stuck,fault
2025-05-26T15:34:14.187934,51.63,89.14,45.36,80.7,5892,65.82,0.02,46.9,101.55,42.46,4841,46.51,31,91.08,12.61,37.58,6592,372938,99.75,7.37,rpm_spike,fault
2025-05-26T15:34:14.187943,38.25,111.17,69.5,51.97,2130,55.19,13.13,33.63,81.33,24.8,15034,79.26,30,86.66,44.34,29.39,3261,41944,84.73,4.59,ambient_high,fault
2025-05-26T15:34:14.187951,79.21,91.3,39.38,83.05,2983,70.67,13.09,21.48,27.47,26.26,20837,38.06,17,101.24,5.2,22.2,187,273797,60.68,49.27,fuel_rate_high,fault
2025-05-26T15:34:14.187960,36.87,99.55,51.09,74.9,3405,88.51,21.77,49.51,132.53,34.79,14706,81.44,27,67.02,5.52,35.41,3056,470759,78.72,15.67,barometric_low,fault
2025-05-26T15:34:14.187969,71.19,101.75,63.93,42.78,2110,49.39,10.91,42.9,72.06,26.31,33759,98.43,16,74.11,14.79,28.03,2685,64729,90.34,17.91,barometric_low,fault
2025-05-26T15:34:14.187977,36.28,86.78,60.37,36.42,1961,52.07,10.9,34.02,86.77,34.56,28775,77.48,33,98.49,31.99,35.52,3056,113568,55.38,47.09,fuel_rate_high,fault
2025-05-26T15:34:14.187986,69.97,77.21,52.51,65.6,1822,142.5,8.92,20.99,93.43,22.56,6914,11.75,1,102.54,23.95,24.84,5101,386035,93.42,13.17,speed_high,fault
2025-05-26T15:34:14.187994,77.03,82.86,31.66,73.1,2826,70.52,6.29,22.74,129.93,0.0,4266,39.79,18,91.24,11.29,0.0,887,505817,57.89,11.72,throttle_stuck,fault
2025-05-26T15:34:14.188003,59.78,89.23,58.8,39.22,2198,54.88,16.9,42.06,109.62,28.05,17443,6.35,2,60.75,-1.34,23.83,1553,35507,87.52,19.04,barometric_low,fault
2025-05-26T15:34:14.188012,52.57,98.06,61.99,44.05,1549,37.85,1.48,37.29,195.19,18.1,9384,10.42,28,91.9,1.78,16.2,387,88432,52.16,47.36,fuel_rate_high,fault
2025-05-26T15:34:14.188021,24.41,84.65,38.62,52.22,2857,66.96,15.27,42.39,82.44,35.37,4675,48.89,34,61.68,-1.25,35.63,2774,255511,90.54,1.78,barometric_low,fault
2025-05-26T15:34:14.188029,31.85,95.14,45.83,79.73,2588,61.2,21.22,48.04,17.95,23.41,6278,73.87,47,85.72,31.91,26.73,6237,572580,95.43,25.88,fuel_rate_high,fault
2025-05-26T15:34:14.188038,63.12,108.23,66.04,80.59,6343,54.44,-3.81,49.33,63.51,24.86,19982,49.0,5,86.63,27.13,27.63,3486,240514,91.8,11.61,rpm_spike,fault
2025-05-26T15:34:14.188046,85.58,101.34,50.27,53.17,3097,80.16,7.98,56.54,21.95,48.32,31764,92.12,1,102.35,1.24,46.59,6994,316064,89.33,12.31,intake_temp_high,fault
2025-05-26T15:34:14.188055,79.11,92.27,56.54,77.57,3732,97.55,22.48,44.18,60.04,0.0,34398,73.02,3,91.63,13.66,0.0,6857,344651,50.1,17.72,throttle_stuck,fault
2025-05-26T15:34:14.188063,32.56,92.14,34.61,57.78,5629,87.33,4.61,32.61,104.57,37.97,8188,96.66,43,104.23,1.15,34.51,3281,94474,84.51,12.7,rpm_spike,fault
2025-05-26T15:34:14.188072,77.16,112.28,41.2,61.08,2629,64.9,0.02,32.86,102.95,30.95,712,74.54,31,103.24,19.6,26.39,6832,313822,80.61,47.44,fuel_rate_high,fault
2025-05-26T15:34:14.188081,22.22,104.96,36.27,77.52,1104,30.19,13.26,30.2,133.64,100.0,4592,58.93,40,85.83,26.68,100.0,3399,312271,91.09,12.31,throttle_stuck,fault
2025-05-26T15:34:14.188090,52.33,80.19,67.86,44.71,1493,133.03,19.46,37.16,31.14,28.02,12944,37.7,16,88.35,15.08,28.84,5206,182990,76.06,17.13,speed_high,fault
2025-05-26T15:34:14.188099,37.99,123.11,59.35,67.89,2601,64.73,-1.16,45.14,156.01,29.92,18981,96.28,27,98.77,8.71,27.67,480,198290,94.61,1.57,coolant_overheat,fault
2025-05-26T15:34:14.188108,87.55,99.97,41.76,83.95,3046,75.01,1.04,49.65,42.72,34.03,14095,85.86,8,104.6,47.14,38.6,5924,256582,60.92,8.36,ambient_high,fault
2025-05-26T15:34:14.188118,77.12,93.47,60.81,70.25,3874,97.11,4.1,46.56,38.26,57.82,347,77.69,50,77.25,28.65,58.97,5,118532,60.09,16.38,barometric_low,fault
2025-05-26T15:34:14.188127,20.56,101.11,66.57,82.6,3485,91.14,-1.54,17.76,152.25,49.01,34624,0.45,6,97.73,28.51,46.13,2897,255170,80.48,4.05,fuel_low,fault
2025-05-26T15:34:14.188135,24.49,89.26,38.08,66.01,933,27.53,21.41,27.75,80.13,10.52,28781,59.8,47,97.11,26.42,6.89,7141,388647,53.22,36.7,fuel_rate_high,fault
2025-05-26T15:34:14.188145,22.48,96.36,48.38,43.52,6406,67.44,17.5,38.71,73.82,29.02,18946,25.99,9,93.93,11.52,25.9,69,551701,58.66,17.41,rpm_spike,fault
2025-05-26T15:34:14.188154,37.25,85.34,59.86,57.53,2805,67.4,1.86,35.89,174.27,36.52,31178,13.33,5,90.53,5.65,41.29,1523,452852,86.06,26.62,fuel_rate_high,fault
2025-05-26T15:34:14.188162,39.69,80.67,37.95,74.02,2826,73.66,20.01,60.65,175.7,41.44,4144,89.42,26,94.94,23.35,37.78,4425,328179,95.41,17.57,intake_temp_high,fault
2025-05-26T15:34:14.188202,43.52,88.54,61.86,86.92,2156,54.49,9.53,56.9,133.82,28.93,21871,51.41,38,94.16,17.56,33.35,4449,187179,59.36,16.15,intake_temp_high,fault
2025-05-26T15:34:14.188215,27.89,110.49,55.45,66.67,2139,57.85,-1.45,41.64,169.0,21.95,29197,7.03,33,91.43,6.19,19.04,6053,32869,86.06,36.39,fuel_rate_high,fault
2025-05-26T15:34:14.188223,35.05,98.48,52.66,78.07,2187,149.99,22.79,40.58,11.59,30.45,8378,85.71,41,91.93,9.05,27.4,2741,192205,93.32,8.02,speed_high,fault
2025-05-26T15:34:14.188232,41.8,81.65,51.23,80.42,3021,72.72,19.2,19.31,199.96,0.0,7665,39.09,4,93.9,-0.12,0.0,1689,382561,77.86,8.81,throttle_stuck,fault
2025-05-26T15:34:14.188241,54.68,98.0,51.91,34.19,2741,67.83,22.95,23.08,190.68,0.0,14139,25.93,22,102.92,21.76,0.0,686,59145,95.7,15.89,throttle_stuck,fault
2025-05-26T15:34:14.188249,39.64,100.14,56.93,42.13,2271,60.86,-1.26,17.89,39.3,24.69,9253,45.33,35,73.0,16.34,26.91,3896,585477,64.66,13.67,barometric_low,fault
2025-05-26T15:34:14.188258,61.29,99.27,64.45,74.92,2952,75.39,5.61,43.94,81.35,100.0,6805,9.48,43,103.66,0.14,100.0,2570,415009,75.9,11.74,throttle_stuck,fault
2025-05-26T15:34:14.188266,25.87,98.89,42.79,75.41,3077,77.66,16.23,26.12,2.5,32.94,11150,77.76,24,99.97,0.01,33.12,3220,10257,85.79,15.25,air_flow_low,fault
2025-05-26T15:34:14.188275,61.63,104.53,33.56,79.15,2591,61.02,6.97,21.97,180.05,100.0,28849,21.31,47,101.24,26.98,100.0,3586,82349,82.4,6.53,throttle_stuck,fault
2025-05-26T15:34:14.188283,40.46,92.52,43.48,70.53,3156,82.62,21.92,30.78,102.84,31.9,19071,1.61,7,97.97,6.74,31.1,6888,363152,93.39,10.53,fuel_low,fault
2025-05-26T15:34:14.188292,36.96,100.91,47.34,32.39,2651,64.96,8.7,27.36,4.28,39.66,24886,95.4,25,102.5,13.13,35.25,6777,352907,51.16,14.66,air_flow_low,fault
2025-05-26T15:34:14.188300,45.27,97.73,35.92,34.91,3260,82.91,-3.58,32.95,87.85,0.0,22684,53.98,47,89.18,10.42,0.0,4066,284314,93.28,13.32,throttle_stuck,fault
2025-05-26T15:34:14.188309,50.52,102.22,41.34,80.63,2769,154.21,4.55,42.57,83.68,42.24,466,23.57,0,102.64,17.09,44.11,63,538595,74.41,8.36,speed_high,fault
2025-05-26T15:34:14.188319,53.37,90.75,52.66,60.36,1483,39.2,12.27,22.71,169.79,21.23,6932,1.86,39,95.69,30.01,17.52,3385,348622,50.14,17.11,fuel_low,fault
2025-05-26T15:34:14.188327,50.17,102.97,47.58,80.53,1958,44.05,17.48,19.41,8.72,22.25,5669,96.7,21,87.57,15.73,19.5,4180,112568,95.35,19.75,air_flow_low,fault
2025-05-26T15:34:14.188336,25.84,109.21,54.57,78.23,1808,45.08,22.03,34.93,31.99,22.32,21374,12.38,8,99.26,26.72,22.21,3495,191224,89.17,27.41,fuel_rate_high,fault
2025-05-26T15:34:14.188344,42.43,95.75,60.14,55.43,1327,140.8,18.22,18.86,50.75,21.64,7190,88.42,29,88.39,-1.17,19.93,4381,203730,70.67,11.17,speed_high,fault
2025-05-26T15:34:14.188353,53.14,103.97,69.67,54.95,2571,61.16,14.04,32.68,71.9,26.24,19760,6.18,41,65.88,12.12,24.4,5806,265234,76.94,3.18,barometric_low,fault
2025-05-26T15:34:14.188376,42.82,93.21,51.73,59.38,3665,87.7,9.13,43.75,3.23,36.39,23026,36.34,3,89.36,-2.4,32.05,2542,397667,68.67,11.36,air_flow_low,fault
2025-05-26T15:34:14.188386,75.24,128.48,41.73,83.08,1604,39.4,-2.65,25.78,41.41,24.6,15620,56.82,41,101.03,28.43,28.82,6363,260995,63.18,16.79,coolant_overheat,fault
2025-05-26T15:34:14.188395,63.45,76.53,47.82,80.33,2748,65.07,6.0,41.76,190.36,37.14,2793,97.86,26,72.26,20.27,40.81,4971,244419,60.7,8.14,barometric_low,fault
2025-05-26T15:34:14.188403,37.63,99.14,53.42,84.12,6577,62.76,17.48,41.67,108.76,39.3,3602,69.95,0,89.36,31.68,37.05,5097,257436,66.77,15.35,rpm_spike,fault
2025-05-26T15:34:14.188411,29.46,90.11,68.38,33.18,2465,65.47,-2.61,15.38,85.5,26.7,18444,74.34,27,99.05,-1.14,31.16,2185,497958,75.44,34.01,fuel_rate_high,fault
2025-05-26T15:34:14.188420,54.41,85.96,59.3,51.33,6061,4.3,16.02,31.7,28.8,2.16,5675,71.93,29,103.35,19.06,0.1,549,56791,96.55,12.19,rpm_spike,fault
2025-05-26T15:34:14.188429,87.39,124.58,58.91,74.15,1829,44.28,1.13,19.65,103.7,12.56,33865,86.73,25,92.85,29.27,12.98,5409,599053,76.26,3.78,coolant_overheat,fault
2025-05-26T15:34:14.188437,81.48,86.57,66.63,45.69,4269,105.05,-2.1,41.42,17.47,55.36,29031,99.62,26,92.48,-1.19,58.42,1769,353694,58.89,31.21,fuel_rate_high,fault
2025-05-26T15:34:14.188445,68.25,97.91,69.75,62.4,1941,53.43,18.6,47.97,139.15,31.78,10786,44.67,48,70.76,14.11,29.79,2599,216014,76.08,9.06,barometric_low,fault
2025-05-26T15:34:14.188454,86.49,108.08,67.6,41.77,3327,82.68,4.0,26.23,152.62,100.0,18398,19.47,46,89.53,29.03,100.0,1616,536986,81.35,14.0,throttle_stuck,fault
2025-05-26T15:34:14.188467,56.39,118.04,43.27,85.36,2557,60.72,4.35,49.03,15.61,40.06,11493,9.8,17,79.52,22.1,35.38,3313,263746,59.17,5.63,barometric_low,fault
2025-05-26T15:34:14.188475,81.91,101.63,47.59,78.11,2608,68.4,12.17,31.88,167.01,27.18,10646,10.95,4,100.19,26.35,26.87,6992,308624,86.38,25.33,fuel_rate_high,fault
2025-05-26T15:34:14.188484,29.34,96.02,58.34,83.6,2865,67.99,22.09,41.83,197.07,100.0,32134,56.49,43,96.35,4.44,100.0,2243,63299,83.12,14.8,throttle_stuck,fault
2025-05-26T15:34:14.188492,26.44,82.24,45.86,40.3,2952,149.29,-2.24,27.28,19.79,39.39,27794,65.15,20,103.52,16.25,41.28,6380,532091,71.79,16.88,speed_high,fault
2025-05-26T15:34:14.188501,28.61,107.0,32.63,65.44,6924,38.99,24.02,44.9,134.59,23.02,5661,97.36,31,92.59,24.72,18.03,7066,513233,81.85,1.03,rpm_spike,fault
2025-05-26T15:34:14.188509,32.81,102.49,50.23,80.86,1025,28.39,23.47,15.0,194.18,18.92,14379,34.08,38,95.9,15.03,21.47,3441,300775,71.18,29.23,fuel_rate_high,fault
2025-05-26T15:34:14.188518,77.66,86.62,42.16,69.07,1537,150.87,9.6,24.51,144.96,19.29,11692,66.33,0,89.19,18.25,15.95,4529,422219,75.06,1.49,speed_high,fault
2025-05-26T15:34:14.188527,40.09,116.46,49.36,71.62,843,24.01,6.6,69.57,10.81,12.63,9392,79.68,16,99.94,11.74,9.68,4139,117046,61.12,3.85,intake_temp_high,fault
2025-05-26T15:34:14.188535,36.7,100.62,61.91,73.86,2074,48.24,-4.91,24.84,1.77,22.55,24239,34.06,47,97.94,12.74,18.53,6308,597803,57.53,19.19,air_flow_low,fault
2025-05-26T15:34:14.188543,30.66,87.86,57.21,60.14,2717,67.33,9.44,17.46,19.3,23.71,16716,98.1,20,95.51,28.82,23.99,6208,449393,63.64,27.18,fuel_rate_high,fault
2025-05-26T15:34:14.188551,74.7,89.01,55.59,75.35,6307,46.44,13.38,22.11,106.04,18.11,12839,87.97,33,93.92,12.18,18.24,4519,417917,76.1,16.03,rpm_spike,fault
2025-05-26T15:34:14.188560,57.7,92.98,66.44,52.73,479,9.1,0.42,52.66,73.2,11.96,32188,46.2,40,97.06,23.43,13.12,3931,569817,98.75,5.42,intake_temp_high,fault
2025-05-26T15:34:14.188568,61.78,89.16,31.22,41.82,1646,39.93,1.26,25.13,122.91,20.3,22994,92.74,3,95.82,36.32,25.27,1263,428160,83.13,9.24,ambient_high,fault
2025-05-26T15:34:14.188577,57.68,98.54,46.53,56.59,3263,81.15,16.36,39.54,101.61,50.19,34915,81.62,4,104.67,-3.18,51.71,3586,277631,95.37,46.84,fuel_rate_high,fault
2025-05-26T15:34:14.188605,49.71,97.57,68.98,38.42,2528,60.38,-1.48,39.82,55.91,29.91,18327,2.46,35,98.86,14.92,28.8,890,553807,76.83,15.82,fuel_low,fault
2025-05-26T15:34:14.188614,48.02,80.02,67.78,88.3,3099,73.3,0.47,31.35,171.21,29.48,22822,33.61,30,100.31,48.93,31.08,4287,338482,51.73,9.84,ambient_high,fault
2025-05-26T15:34:14.188622,74.23,76.44,61.68,31.62,2087,52.28,13.66,35.61,107.08,30.38,28422,3.48,43,103.66,17.74,33.22,2193,328219,84.5,18.67,fuel_low,fault
2025-05-26T15:34:14.188630,62.52,89.24,44.99,43.54,1986,52.22,3.61,42.82,54.62,31.06,25015,37.75,18,72.33,10.67,33.22,3992,523731,86.08,11.9,barometric_low,fault
2025-05-26T15:34:14.188639,67.25,99.46,60.25,49.43,2760,68.31,2.26,48.24,11.99,41.56,32556,40.99,0,87.72,26.01,43.98,7012,499388,92.12,34.11,fuel_rate_high,fault
2025-05-26T15:34:14.188647,82.8,120.51,34.33,51.5,3170,79.89,21.13,28.21,122.92,47.07,640,70.73,7,103.61,15.63,50.8,1269,39302,74.9,17.57,coolant_overheat,fault
2025-05-26T15:34:14.188656,57.08,83.91,67.09,85.68,1453,37.5,1.57,35.49,135.72,10.37,9414,38.06,16,90.12,49.78,9.73,1496,222431,59.07,2.82,ambient_high,fault
2025-05-26T15:34:14.188669,46.15,110.9,33.42,56.83,2004,47.0,11.92,21.97,5.98,29.54,15628,59.32,35,86.58,12.36,27.81,340,505019,50.66,15.02,air_flow_low,fault
2025-05-26T15:34:14.188678,27.84,93.44,61.41,78.47,2466,60.98,10.57,31.96,17.8,36.83,32931,44.06,41,87.26,37.18,33.74,203,394008,78.9,12.42,ambient_high,fault
2025-05-26T15:34:14.188686,62.17,100.26,53.22,63.91,2432,60.21,-0.95,35.17,8.64,40.09,487,54.35,49,97.84,17.1,35.66,1183,78347,75.12,1.9,air_flow_low,fault
2025-05-26T15:34:14.188694,23.74,92.63,58.07,62.78,2016,46.49,17.33,33.49,3.53,15.17,17265,67.0,39,103.71,-2.28,19.9,2231,16202,79.71,5.59,air_flow_low,fault
2025-05-26T15:34:14.188703,85.95,131.69,57.49,52.37,2392,62.51,10.31,25.71,99.67,39.34,22036,65.94,25,92.61,4.0,42.92,5953,49595,91.68,8.46,coolant_overheat,fault
2025-05-26T15:34:14.188711,26.82,139.69,63.6,84.47,3137,77.36,15.18,40.4,184.22,30.84,3449,6.0,26,92.89,10.0,29.6,6851,57980,92.32,16.77,coolant_overheat,fault
2025-05-26T15:34:14.188723,49.97,82.23,49.39,83.48,1378,37.98,1.38,43.15,118.86,21.87,16295,71.14,37,86.92,19.07,21.75,1849,484095,57.6,21.25,fuel_rate_high,fault
2025-05-26T15:34:14.188732,71.23,113.8,67.27,78.48,3087,134.26,-4.45,19.37,36.24,42.33,27694,78.72,50,90.44,-2.15,44.97,7124,323466,59.36,13.84,speed_high,fault
2025-05-26T15:34:14.188741,73.33,105.84,35.35,59.1,6111,92.86,0.76,37.13,114.92,39.05,14365,66.56,50,89.99,19.48,43.87,1993,102486,99.84,8.03,rpm_spike,fault
2025-05-26T15:34:14.188749,76.01,96.31,59.51,40.84,698,20.42,8.29,68.4,162.59,4.36,27318,41.66,20,93.07,30.96,4.88,3390,557292,51.7,13.51,intake_temp_high,fault
2025-05-26T15:34:14.188757,84.45,139.23,57.98,42.91,2746,67.28,-1.52,31.42,80.77,34.76,3482,67.47,5,102.06,5.78,36.61,5638,349197,72.7,3.02,coolant_overheat,fault
2025-05-26T15:34:14.188766,84.38,120.07,61.96,82.79,500,14.62,24.4,45.5,31.75,2.79,7480,93.01,18,90.42,11.25,6.67,5388,357695,62.63,9.63,coolant_overheat,fault
2025-05-26T15:34:14.188775,49.97,75.76,52.13,47.43,3417,140.15,18.51,38.35,54.64,35.13,26151,42.58,14,94.95,27.11,34.38,2953,369303,80.91,1.87,speed_high,fault
2025-05-26T15:34:14.188784,49.95,86.66,37.38,55.74,3764,91.45,3.08,60.75,126.64,51.77,7059,14.72,33,97.96,-1.13,50.61,1312,575319,75.84,8.67,intake_temp_high,fault
2025-05-26T15:34:14.188792,64.1,98.55,33.09,88.71,3220,149.51,5.37,18.98,30.76,30.52,29116,39.27,0,88.28,15.27,30.27,2433,321616,72.81,16.78,speed_high,fault
2025-05-26T15:34:14.188800,73.46,87.83,33.05,71.94,2493,63.54,21.03,63.92,177.41,37.9,22691,15.47,33,95.93,21.65,38.12,6667,286642,83.08,3.28,intake_temp_high,fault
2025-05-26T15:34:14.188809,80.57,87.27,37.81,58.6,2212,165.74,12.24,29.7,151.71,23.95,22754,31.02,26,91.83,14.4,24.67,6951,58269,69.24,10.63,speed_high,fault
2025-05-26T15:34:14.188817,43.36,103.9,33.12,83.87,2443,56.96,14.88,25.13,80.13,19.23,8477,2.68,32,104.16,4.48,19.7,49,69911,98.14,17.05,fuel_low,fault
2025-05-26T15:34:14.188825,41.3,100.61,43.02,89.96,3942,100.25,9.77,48.61,170.2,45.16,1315,1.4,6,101.38,10.25,41.12,3566,114479,68.98,18.96,fuel_low,fault
2025-05-26T15:34:14.188834,70.67,96.05,33.55,46.03,1990,49.03,13.88,32.74,12.96,33.95,377,30.66,31,87.23,9.97,35.37,5382,313621,95.18,30.75,fuel_rate_high,fault
2025-05-26T15:34:14.188842,57.98,114.38,64.3,53.02,2206,56.68,-3.91,45.52,43.22,24.88,25824,1.53,27,99.53,28.8,25.05,4383,269737,62.06,10.89,fuel_low,fault
2025-05-26T15:34:14.188850,65.65,91.88,30.93,65.67,1549,42.32,-4.06,47.48,159.65,25.43,25242,2.7,17,90.01,-4.87,20.65,56,396005,83.58,5.97,fuel_low,fault
2025-05-26T15:34:14.188859,22.0,87.1,49.72,79.45,6929,47.89,2.17,49.81,163.48,23.53,29948,25.05,11,88.33,26.29,20.75,3495,339713,52.96,16.79,rpm_spike,fault
2025-05-26T15:34:14.188867,34.76,96.99,63.73,39.86,2317,58.79,17.73,37.99,79.55,100.0,13502,27.21,3,104.31,27.65,100.0,1713,590698,73.41,4.61,throttle_stuck,fault
2025-05-26T15:34:14.188876,30.15,103.57,32.37,52.79,3488,85.67,-3.14,15.89,2.91,45.13,30041,46.26,10,94.34,30.3,47.13,734,270915,82.74,5.6,air_flow_low,fault
2025-05-26T15:34:14.188884,49.39,81.77,58.69,88.41,2779,73.04,24.34,20.47,78.53,40.54,18909,46.25,11,93.56,38.9,36.82,6164,603114,82.94,4.18,ambient_high,fault
2025-05-26T15:34:14.188893,42.34,103.59,52.93,52.04,1931,52.43,22.14,34.78,3.66,19.97,4180,66.4,41,94.65,29.69,18.19,4886,283936,81.13,9.71,air_flow_low,fault
2025-05-26T15:34:14.188908,66.99,102.2,69.81,42.11,3270,84.54,0.64,32.17,90.45,42.53,29757,89.3,3,89.2,42.4,38.31,1045,74854,62.27,13.24,ambient_high,fault
